"","id","age","gender","training_condition","outcome","money_won","time_elapsed","strategy","know_ug","ug_strategy"
"45","id0045",66,"Male","training_self",5,0.25,380063,"I rejected any that I got less than $5.00 on.","Question not asked","Question not asked"
"46","id0046",29,"Male","training_self",0,0,314352,"I chose what I thought was fair","Question not asked","Question not asked"
"47","id0047",45,"female","training_others",6,0.3,750378,"if was the AI i accepted anything, with humans i din't accept as much if they weren't fair","Question not asked","Question not asked"
"48","id0048",25,"female","training_self",0,0,447705,"My main strategy was to choose what seemed closest to being fair","Question not asked","Question not asked"
"49","id0049",38,"Female","training_self",5,0.25,341318,"It either had to be equal or more money for myslef for both the AI and person.","Question not asked","Question not asked"
"50","id0050",24,"non-binary","training_others",0,0,323684,"For starters, I wasn't aware that rejected offers would be included. There's no point in not rejecting any offer then, so the training feels as if it's useless. Anywho, I accepted anything that was at least $3 for me.","Question not asked","Question not asked"
"51","id0051",62,"male","training_self",5,0.25,494927,"if the offer for me was 4$ or more i took accept","Question not asked","Question not asked"
"52","id0052",35,"Male","training_self",4,0.2,487043,"Reject anything under 4 for either side","Question not asked","Question not asked"
"53","id0053",21,"Male","training_others",6,0.3,288914,"I would accept anything that was $4 or above","Question not asked","Question not asked"
"54","id0054",35,"Male","control",2,0.1,540495,"No comments,thanks.","Question not asked","Question not asked"
"55","id0055",33,"Female","training_self",5,0.25,489331,"If I was offered more money, I would accept. Also if the offer was only $4/$6, I would accept even if I wasn't getting the $6. It was as closer to being fair versus the $9/$1 or $7/$3 offers.","Question not asked","Question not asked"
"56","id0057",53,"female","training_self",6,0.3,280170,"if the amounts were close, I accepted it","Question not asked","Question not asked"
"57","id0058",42,"Male","training_others",3,0.15,551218,"only accept a certain amount or higher","Question not asked","Question not asked"
"58","id0059",21,"female","control",0,0,304305,"no","Question not asked","Question not asked"
"59","id0060",23,"Male","training_self",4,0.2,382040,"I rejected offers that awarded 70% or more of the money to whoever I was negotiating with","Question not asked","Question not asked"
"60","id0061",49,"female","training_self",0,0,531955,"none","Question not asked","Question not asked"
"61","id0063",21,"male","training_others",3,0.15,301420,"payouts above 4 i accept","Question not asked","Question not asked"
"62","id0064",25,"demi boy","training_others",6,0.3,477018,"Accept anything close to a 50% split in order to make some money and benefit another person","Question not asked","Question not asked"
"63","id0065",33,"female","training_self",4,0.2,389379,"difference between, and if enough to decide to take none ","Question not asked","Question not asked"
"64","id0066",29,"male","training_self",0,0,522768,"I only accepted fair or advantageous offers/","Question not asked","Question not asked"
"65","id0067",22,"Male","training_others",0,0,345577,"None","Question not asked","Question not asked"
"66","id0068",42,"Female","training_others",3,0.15,383620,"I rejected if it was very unfair but tended to accept if it was equal or sort of fair for each participant. ","Question not asked","Question not asked"
"67","id0069",26,"Female","control",1,0.05,389213,"Always accept because something is better than nothing.  ","Question not asked","Question not asked"
"68","id0070",52,"female","control",0,0,446886,"I wanted the amounts to be equal for both parties or close to equal.","Question not asked","Question not asked"
"69","id0071",29,"female","training_self",5,0.25,619609," it depended on what I stood to get out of it","Question not asked","Question not asked"
"70","id0073",37,"female","training_others",5,0.25,317512,"threshold of $3 for acceptance","Question not asked","Question not asked"
"71","id0074",31,"Male","control",2,0.1,332122,"If I received any amount of money, I accepted because it's better than nothing","Question not asked","Question not asked"
"72","id0075",28,"male","control",0,0,354731,"Based on what I found worth it and was too proud to accept such a low offer. ","Question not asked","Question not asked"
"73","id0076",33,"male","training_others",4,0.2,337392,"If I was offered less than $3 I rejected","Question not asked","Question not asked"
"74","id0077",55,"Male","training_self",6,0.3,432069,"I accepted anything that earned money for myself","Question not asked","Question not asked"
"75","id0078",23,"Male","control",0,0,314997,"Anything from the AI would be accepted regardless of the amount.","Question not asked","Question not asked"
"76","id0079",50,"Male","training_self",0,0,342824,"I had a minimum ratio and just went with that","Question not asked","Question not asked"
"77","id0080",54,"female","training_self",5,0.25,641645,"If the amount that I got was only $1 then I rejected it, especially if it was from a Prolific participant. I didn't like when the human participant was greedy especially when they could have split it evenly, but I also didn't want to receive nothing in return. I rejected more offers from the AI because it seemed more random and they don't have thoughts of greed and being fair.","Question not asked","Question not asked"
"78","id0081",21,"female","training_self",0,0,286081,"n/a","Question not asked","Question not asked"
"79","id0082",25,"Male","training_self",0,0,296755,"Reject all offers where the opposition gets more money than I do. The least I will accept is a 50/50 split.","Question not asked","Question not asked"
"80","id0083",23,"female","control",0,0,288477,"if it was close","Question not asked","Question not asked"
"81","id0084",31,"Female","training_self",0,0,368967,"Reject anything too unfair. Too unfair was 70-30 in their favor.","Question not asked","Question not asked"
"82","id0085",27,"female","training_self",1,0.05,373946,"I was always going to accept every offer because whatever they were offering would be more than the $0 I would be getting if I rejected.","Question not asked","Question not asked"
"83","id0086",22,"Male","control",4,0.2,378745,"I would reject any offer where i would recieve $2 or less, whether it was the human or AI","Question not asked","Question not asked"
"84","id0087",36,"Female","training_others",5,0.25,305441,"if they were fair i accepted, if not then i rejected.","Question not asked","Question not asked"
"85","id0088",34,"female","control",4,0.2,264481,"As long as I got some money, I accepted","Question not asked","Question not asked"
"86","id0089",37,"Female","control",3,0.15,325833,"I just decided to accept them all because at least then I would get something for a bonus rather than nothing","Question not asked","Question not asked"
"87","id0090",22,"Female","training_others",4,0.2,326599,"Not really. I was first going to accept anything, but eventually decided I had to get more than $2.","Question not asked","Question not asked"
"88","id0091",43,"Female","control",4,0.2,423670,"I tried to choose more fair offers, but it didn't matter as much to me with AI.","Question not asked","Question not asked"
"89","id0093",32,"female","training_others",0,0,1095294,"If the amount was equal or in my favor, I accepted the offer. I didn't accept offers where I would have less than them","Question not asked","Question not asked"
"90","id0094",58,"male","control",0,0,416023,"none","Question not asked","Question not asked"
"91","id0095",47,"Female","control",0,0,634777,"Choose the higher bids for myself, if it's low for me then I reject it.","Question not asked","Question not asked"
"92","id0096",40,"Male","training_self",6,0.3,421959,"I looked at the split between each side and would accept any where I got at least 4 dollars. If I got any less (i.e. 0, 1, 2, or 3) I would reject as I felt it wasn't fair. My minimum was at least 4.","Question not asked","Question not asked"
"93","id0097",36,"male","training_others",4,0.2,923862,"it had to be a fair offer, if it wasn't fair than I would reject ","Question not asked","Question not asked"
"94","id0098",32,"female","training_self",0,0,383228,"i rejected it if it wasnt close to splitting at least 50/50","Question not asked","Question not asked"
"95","id0099",32,"Diverse","control",0,0,468311,"Rejected lowest offers","Question not asked","Question not asked"
"96","id0100",51,"male","training_others",5,0.25,565983,"Sure, I was willing to accept $4.   Anything less than that, for my portion of the split, and I would reject it.","Question not asked","Question not asked"
"97","id0101",44,"female","training_others",4,0.2,394692,"I didn't accept less than $2, because... honestly, quite simply I wanted at least $2.","Question not asked","Question not asked"
"98","id0102",26,"Male","control",5,0.25,403936,"usually if i made more than 3 bucks I accepted it.","Question not asked","Question not asked"
"99","id0103",49,"male","control",6,0.3,926364,"Good attention","Question not asked","Question not asked"
"100","id0104",28,"female","training_others",0,0,375016,"It was if I felt like I got enough money","Question not asked","Question not asked"
"101","id0105",30,"Male","training_others",6,0.3,338539,"No strategies, I just chose what looked appealing to me in each and every instance","Question not asked","Question not asked"
"102","id0106",23,"male","training_self",0,0,283437,"I think it is only fair when it is even or better for me","Question not asked","Question not asked"
"103","id0107",36,"Male","control",6,0.3,448648,"If I received a minimum of $4 than I would accept the offer. Below that threshold I would rather see both my opponent and myself receive $0 due to my opponents being greedy.","Question not asked","Question not asked"
"104","id0108",27,"Male","training_others",0,0,392720,"The lowest offer I would accept was a 60/40 split.","Question not asked","Question not asked"
"105","id0109",39,"female","training_self",0,0,381345,"I accepted any that were $4 or more","Question not asked","Question not asked"
"106","id0110",31,"female","training_others",0,0,392198,"it was worth losing $1-2 to make them regret being selfish","Question not asked","Question not asked"
"107","id0111",34,"Female","training_self",5,0.25,326085,"I did not refuse an offer","Question not asked","Question not asked"
"108","id0112",35,"Male","training_self",6,0.3,392045,"If I was offered anything $3 or below I would reject it.","Question not asked","Question not asked"
"109","id0113",26,"Male","training_others",0,0,372633,"I only accepted an offer if it was an even split or more money in my favor","Question not asked","Question not asked"
"110","id0114",39,"nonbinary","training_self",4,0.2,304574,"teach the ai i will only accept unfair offers","Question not asked","Question not asked"
"111","id0115",33,"male","training_others",0,0,287762,"no ","Question not asked","Question not asked"
"112","id0116",21,"Female","control",5,0.25,459662,"If the offer had too big of a gap between how much they get vs how much i get then I would reject it. ","Question not asked","Question not asked"
"113","id0117",48,"female","training_self",5,0.25,624566,"I was just trying to train the AI.","Question not asked","Question not asked"
"114","id0118",22,"nonbinary","training_others",0,0,329428,"only accepted if I was offered more money or an equal amount","Question not asked","Question not asked"
"115","id0119",25,"Male","control",1,0.05,486934,"No","Question not asked","Question not asked"
"116","id0120",37,"Male","training_others",4,0.2,340923,"I was tempted to accept everything so I'd get a little money, but when the offer was unfair, I rejected it. ","Question not asked","Question not asked"
"117","id0121",32,"male","training_others",4,0.2,1698992,"I was mostly trying to avoid the lowest numbers","Question not asked","Question not asked"
"118","id0122",49,"Female","training_self",0,0,530185,"I was looking for an offer that was fair, not insultingly low when the 5% was paid.","Question not asked","Question not asked"
"119","id0123",30,"Male","training_self",0,0,336820,"I was prepared to accept anything that was equal","Question not asked","Question not asked"
"120","id0124",59,"male","training_self",5,0.25,511729,"no","Question not asked","Question not asked"
"121","id0125",40,"F","control",6,0.3,416489,"gave less to AI","Question not asked","Question not asked"
"122","id0126",30,"nonbinary","training_others",0,0,303400,"i didn't want to accept offers for less than half","Question not asked","Question not asked"
"123","id0127",40,"M","control",5,0.25,325819,"Accept them all because otherwise I get nothing.","Question not asked","Question not asked"
"124","id0128",50,"Male","control",0,0,632381,"I rejected any offer that wasn't even, or didn't benefit me the most.","Question not asked","Question not asked"
"125","id0130",36,"Male","control",4,0.2,337584,"I rejected offers less than $3.","Question not asked","Question not asked"
"126","id0131",21,"female","training_self",3,0.15,278663,"no","Question not asked","Question not asked"
"127","id0132",41,"female","control",2,0.1,427585,"I chose to accept most offers, although I hesitated the most when the offer was only for $1. I did in the end decide that $1 may not be worth the offer so rejected it knowing we would both not receive any money. ","Question not asked","Question not asked"
"128","id0133",43,"Female","control",5,0.25,578909,"Yes. For the most part, something is better than nothing. But I ended up choosing to reject anything under $3.","Question not asked","Question not asked"
"129","id0134",22,"Male","training_self",0,0,332481,"I accepted any offer that outrigth netted me more money and rejected any that offered me less than the other person/A.I.","Question not asked","Question not asked"
"130","id0135",62,"Female","training_self",0,0,429513,"I would accept an offer if I got more than or equal to the amount I was offered.  I sometimes accepted an offer that was close such as $6 for them and $4 for me. ","Question not asked","Question not asked"
"131","id0136",66,"female","training_self",0,0,396196,"I wanted to make most of my offers equal or nearly so. Of course, I preferred to receive more than 5 dollars.","Question not asked","Question not asked"
"132","id0137",26,"Male","training_self",5,0.25,326086,"Reject any offer that was giving me less than they were taking","Question not asked","Question not asked"
"133","id0138",44,"Male","training_self",0,0,324876,"I only accepted 50/50 splits. It didn't matter if I would get a bigger portion, I wanted fairness above all.","Question not asked","Question not asked"
"134","id0139",21,"Male","training_self",6,0.3,340810,"If the offer was above $2 profit for me I accepted.","Question not asked","Question not asked"
"135","id0141",40,"Male","control",4,0.2,360012,"I accepted anything over $2","Question not asked","Question not asked"
"136","id0142",47,"female","control",5,0.25,363396,"I accepted it if I thought it was fair.","Question not asked","Question not asked"
"137","id0143",33,"female","training_self",6,0.3,407972,"none","Question not asked","Question not asked"
"138","id0144",56,"female","training_others",0,0,591159,"No strategy.  I refused what I judge was unfair.","Question not asked","Question not asked"
"139","id0145",63,"woman","control",4,0.2,388027,"no","Question not asked","Question not asked"
"140","id0146",47,"male","control",2,0.1,497452,"I wanted to get something, rather than nothing.","Question not asked","Question not asked"
"141","id0147",30,"female","control",2,0.1,1038932,"I accepted any where I got money","Question not asked","Question not asked"
"142","id0148",48,"m","training_others",0,0,317838,"Has to be at least an equal split, or in my favor","Question not asked","Question not asked"
"143","id0149",38,"Male","training_self",0,0,284720,"Accepting if over $2","Question not asked","Question not asked"
"144","id0150",20,"Female","training_self",4,0.2,385310,"I chose to accept any offers that gave me at least $4.","Question not asked","Question not asked"
"145","id0151",30,"Male","training_others",0,0,378672,"The minimum I would take is 4 dollars.","Question not asked","Question not asked"
"146","id0152",39,"male","training_self",4,0.2,339511,"no","Question not asked","Question not asked"
"147","id0153",21,"Man","training_self",0,0,323940,"As long as the offer was 50:50 or higher for me, I would accept.","Question not asked","Question not asked"
"148","id0154",49,"Male","training_self",0,0,350149,"I would not accept anything less than $4.  Picking the one I rejected is not very nice.  It makes me say I should accept all of them next time to get some sort of bonus.","Question not asked","Question not asked"
"149","id0155",39,"female","training_others",0,0,466086,"None.","Question not asked","Question not asked"
"150","id0156",31,"male","training_others",0,0,555002,"if the offer was fare.","Question not asked","Question not asked"
"151","id0157",50,"male","control",6,0.3,1065493,"I just decided to reject the 2 lowest possibilities to teach the AI a little about fairness.","Question not asked","Question not asked"
"152","id0159",55,"female","training_others",3,0.15,315989,"I rejected any that my offer was lower.","Question not asked","Question not asked"
"153","id0160",44,"F","training_others",0,0,373627,"I ACCEPTED THE ONES WHERE WE BOTH GOT THE SAME","Question not asked","Question not asked"
"154","id0161",37,"Male","training_self",5,0.25,539007,"I started off not wanting low offers, then ended up preferring close to equal offers.","Question not asked","Question not asked"
"155","id0162",62,"female","control",3,0.15,476530,"accepted money from human.  rejected anything below 4 from AI.  Why give a robot money?","Question not asked","Question not asked"
"156","id0163",27,"female","control",5,0.25,658783,"I wanted to try and receive at least $2 or more","Question not asked","Question not asked"
"157","id0164",30,"female","training_self",4,0.2,380993,"i didn't accept the ones that seemed to greedy","Question not asked","Question not asked"
"158","id0165",46,"male","training_others",0,0,479803,"If it is not a fair offer, then it dosen't matter I will reject it. ","Question not asked","Question not asked"
"159","id0166",44,"female","training_others",0,0,406818,"The offer had to be relatively fair for me to accept, either 5/5 or 6/4 or 4/6","Question not asked","Question not asked"
"160","id0167",22,"female","training_self",1,0.05,378311,"i almost always went with the AI's offer because I wasn't mad at it for being unfair since it wasn't a person and i figured might as well get a little money","Question not asked","Question not asked"
"161","id0168",46,"Male","training_others",3,0.15,417280,"If the offer was extremely bad then I would reject it.An example would $9 for the other player and $1 for me.","Question not asked","Question not asked"
"162","id0169",20,"Male","training_others",0,0,394820,"Reject AI offers of 2 or less.","Question not asked","Question not asked"
"163","id0170",36,"male","training_others",0,0,330453,"Reject all offers giving me less than $4","Question not asked","Question not asked"
"164","id0171",45,"male","training_others",0,0,360667,"min $4 to accept","Question not asked","Question not asked"
"165","id0172",25,"Male","training_self",5,0.25,394037,"fairness","Question not asked","Question not asked"
"166","id0173",39,"Male","training_self",0,0,320194,"If they offered anything less than 4 they got rejected","Question not asked","Question not asked"
"167","id0174",48,"FEMALE","training_others",4,0.2,521298,"ATTENTION","Question not asked","Question not asked"
"168","id0175",30,"male","training_self",5,0.25,279143,"none","Question not asked","Question not asked"
"169","id0176",47,"female","training_self",0,0,502376,"accept all ai offers gets me money accept only fair ones from human participant","Question not asked","Question not asked"
"170","id0177",47,"male","training_self",0,0,456529,"I developed as I went and decided me getting anything 3 or less would be rejected because I wanted to teach the bot to negotiate so both parties benefit decently. ","Question not asked","Question not asked"
"171","id0178",69,"Female","training_others",0,0,517534,"I set the bar at 6 to 4 and accepted all offers at and above that.","Question not asked","Question not asked"
"172","id0179",43,"Female","training_self",4,0.2,362107,"I usually went with the higher amount. But sometimes I accepted a smaller amount because I didn't want to risk getting nothing.","Question not asked","Question not asked"
"173","id0180",29,"male","training_self",0,0,243971,"no","Question not asked","Question not asked"
"174","id0182",66,"male","control",0,0,412012,"no","Question not asked","Question not asked"
"175","id0183",23,"female","training_self",5,0.25,319771,"I accepted offers that were half or greater than half.","Question not asked","Question not asked"
"176","id0184",36,"Male","training_others",0,0,483260,"If it was 70% to 30% or worse, I would refuse the offer.","Question not asked","Question not asked"
"177","id0185",30,"Male","control",3,0.15,330706,"I rejected the ones that only gave me $1-$2","Question not asked","Question not asked"
"178","id0186",52,"male","training_others",0,0,419170,"I accepted any offer where the split was even or I received a higher amount. All other offers were rejected.","Question not asked","Question not asked"
"179","id0187",36,"female","control",6,0.3,659316,"a dollar was to low, and felt like an insult anything above with at least something and nice enough","Question not asked","Question not asked"
"180","id0188",40,"Male","control",0,0,418510,"I was basically just going by anything less than 3 for me was a bad deal, it didn't pan out for me but it felt fair.","Question not asked","Question not asked"
"181","id0190",50,"Female","training_self",0,0,387620,"not really","Question not asked","Question not asked"
"182","id0191",46,"Male","training_self",0,0,703528,"I based my decisions on whether the offer was fair and equitable. ","Question not asked","Question not asked"
"183","id0192",28,"Male","training_others",5,0.25,441459,"I refused to accept offers that gave me less than half of the total amount available.","Question not asked","Question not asked"
"184","id0193",35,"male","training_others",6,0.3,680407,"My strategy when choosing to accept or reject an offer is to consider my goals and needs and make decisions accordingly.","Question not asked","Question not asked"
"185","id0194",23,"male","control",2,0.1,294629,"to accept more often ","Question not asked","Question not asked"
"186","id0195",39,"Male","control",0,0,425607,"Not really. If the deal was too uneven, then I rejected it.","Question not asked","Question not asked"
"187","id0197",47,"Female","training_others",3,0.15,389266,"Nothing below 3 for me","Question not asked","Question not asked"
"188","id0198",39,"male","training_others",5,0.25,353755,"I rejected all offers of 1 and 2.  I alternated offers of 3.  I was planning to reject one out of every 4 offers of 4 (but I may have forgotten).  I would accept any offer of 5 ","Question not asked","Question not asked"
"189","id0199",26,"Male","training_self",0,0,740166,"I mean, it was really simple, and if the AI offered me $2 or less I rejected it, but if it offered me $3 or more I accepted it because I don't want to get totally ripped off here, and if a human offered me exactly $0 I would have rejected it, and if they offered me at least $1 I accepted it, but it never came up that anyone offered me $0, so I ended up accepting all human offers, but, yeah, I didn't want to be the guy to ruin stuff for everyone when there are other people involved, unless this was just getting outright ridiculous, I guess, in how little they were offering me. Maybe I should have stood up for myself a little and rejected at $1, I don't know.","Question not asked","Question not asked"
"190","id0200",49,"male","control",2,0.1,363913,"I rejected the $1 offers. That was the only thing I could really call a strategy.","Question not asked","Question not asked"
"191","id0201",53,"female","training_self",0,0,313888,"no ","Question not asked","Question not asked"
"192","id0202",35,"woman","training_self",0,0,1010930,"no","Question not asked","Question not asked"
"193","id0203",34,"male","control",5,0.25,294353,"There is never a reason to reject, unless they give you 0.","Question not asked","Question not asked"
"194","id0204",22,"Female","training_others",2,0.1,408344,"By rejecting an offer, I would make less of a bonus because I would earn $0. So, I accepted every offer.","Question not asked","Question not asked"
"195","id0205",66,"male","training_others",0,0,600546,"accept a reasonably fiar offer","Question not asked","Question not asked"
"196","id0206",23,"Female","training_self",4,0.2,496082,"I accepted almost every offer because if I didn't, I would get no reward if that trial was chosen for a bonus payment.","Question not asked","Question not asked"
"197","id0207",62,"female","control",0,0,400114,"nothing less than 2","Question not asked","Question not asked"
"198","id0208",36,"female","training_others",0,0,305832,"If I was getting 3 or less I rejected","Question not asked","Question not asked"
"199","id0209",30,"Male","training_others",0,0,359440,"Choosing choices that were close to being fair for both of us","Question not asked","Question not asked"
"200","id0210",56,"female","training_others",4,0.2,425583,"I tried to only except the offer if I got at least 3 dollars.","Question not asked","Question not asked"
"201","id0211",49,"Male","training_others",5,0.25,486824,"Wanted as much profit as I could get.","Question not asked","Question not asked"
"202","id0212",39,"male","control",5,0.25,349213,"Anything above 2 dollars I typically considered a serious offer and then I would decide based on the player type what I wanted to do","Question not asked","Question not asked"
"203","id0213",44,"male","control",0,0,471063,"I just rejected anything two dollars and under.","Question not asked","Question not asked"
"204","id0214",23,"female","training_self",2,0.1,318123,"n/a","Question not asked","Question not asked"
"205","id0215",32,"Male","training_self",0,0,783908,"I didn't accept if it was $2 or less for me","Question not asked","Question not asked"
"206","id0216",36,"male","control",5,0.25,684413,"I just didnt accept an offer for myself if it was under 3 dollars other than that i was fine with it if i made that or more.","Question not asked","Question not asked"
"207","id0217",33,"male","training_self",6,0.3,345727,"I was willing to accept anything greater than 0.  Getting something is better than nothing.","Question not asked","Question not asked"
"208","id0218",36,"male","training_self",1,0.05,429133,"I decided that my strategy for this test would be to accept every offer without discrimination that gave me any number that was not 0, since any amount would be extra.","Question not asked","Question not asked"
"209","id0219",30,"male","control",0,0,431877,"I was looking for a fair offer, which meant at least half for an AI and 4/10 for a human.","Question not asked","Question not asked"
"210","id0220",30,"Male","training_self",6,0.3,397223,"I never select anything beyond a dollar in the opponent's direction, although I should have perhaps gone further and only accepted equal deals or ones with an advantage of a dollar or more over an equal deal to myself- so only if I get $5 or more","Question not asked","Question not asked"
"211","id0221",47,"male","control",0,0,415327,"wouldn't go too low","Question not asked","Question not asked"
"212","id0222",29,"female","control",3,0.15,423943,"I avoided taking anything less than 3 dollars because it felt greedy on the other side. ","Question not asked","Question not asked"
"213","id0223",20,"Male","training_others",0,0,403682,"No strategy.","Question not asked","Question not asked"
"214","id0224",52,"Female","control",3,0.15,620054,"No strategies","Question not asked","Question not asked"
"215","id0225",36,"Female","control",6,0.3,415617,"I accepted most offers because anything is better than $0; I rejected the 'they keep $9 and I get $1' just because","Question not asked","Question not asked"
"216","id0226",24,"Agender","training_others",6,0.3,368959,"Anything less than me getting $4 was an insult","Question not asked","Question not asked"
"217","id0227",20,"male","control",0,0,305778,"I did not.","Question not asked","Question not asked"
"218","id0229",27,"male","training_others",5,0.25,327779,"not really","Question not asked","Question not asked"
"219","id0230",31,"Male","control",0,0,376341,"Anything less than $3, I rejected.","Question not asked","Question not asked"
"220","id0231",58,"female","training_others",6,0.3,375117,"I chose to accept ones where i was getting a fair amount, close to half.","Question not asked","Question not asked"
"221","id0232",32,"Male","training_others",6,0.3,299591,"I was going to accept everything unless i was offered 0","Question not asked","Question not asked"
"222","id0233",34,"Female","training_self",3,0.15,420459,"I tried to accept only offers that gave at least 3 dollars to me. Otherwise they were rejected.","Question not asked","Question not asked"
"223","id0234",38,"Male","training_self",0,0,330251,"No","Question not asked","Question not asked"
"224","id0235",42,"female","training_others",4,0.2,522880,"I would reject the offer if my cut was too low.","Question not asked","Question not asked"
"225","id0236",30,"male","control",6,0.3,419356,"I accepted all the offers because they would at least result in some bonus. If I would have rejected them it would have guaranteed no bonus.","Question not asked","Question not asked"
"226","id0237",28,"Female","control",0,0,456480,"If the offer ended up with me getting less than $2, I found it unacceptable and rejected.","Question not asked","Question not asked"
"227","id0239",25,"male","training_others",0,0,351415,"Yes if the AI was offering less than half I would decline. If it was a human then I would accept no matter what. ","Question not asked","Question not asked"
